PROVIDER_NAME,ENROL_STATUS_DATE,Enrol_No
Buffalo City TVET College,11/SEP/13,93
Buffalo City TVET College,17/MAR/13,17
Buffalo City TVET College,14/OCT/17,1
Buffalo City TVET College,07/JUN/17,127
Buffalo City TVET College,26/FEB/13,487
Buffalo City TVET College,31/AUG/16,50
Buffalo City TVET College,07/MAY/13,115
Buffalo City TVET College,28/MAY/13,111
Buffalo City TVET College,11/JUN/13,817
Buffalo City TVET College,09/FEB/14,101
Buffalo City TVET College,28/APR/15,47
Buffalo City TVET College,30/SEP/16,111
Buffalo City TVET College,27/OCT/16,92
University of Free State,28/MAY/13,111
University of Free State,12/AUG/09,21
University of Free State,09/JAN/11,68
University of Free State,13/OCT/11,56
University of Free State,31/OCT/11,327
University of Free State,07/SEP/09,7
University of Free State,06/SEP/10,15
University of Free State,29/JUL/09,120
University of Free State,25/MAR/11,194
University of Free State,13/JUN/07,40
University of Free State,20/OCT/11,12
University of Free State,16/MAR/14,26
University of Free State,07/MAY/13,115
University of Free State,23/JUN/06,23
University of Free State,05/FEB/05,44
University of Free State,29/MAR/05,38
University of Free State,26/JUN/06,24
University of Free State,23/JUN/09,8
University of Free State,25/AUG/11,47
University of Free State,11/AUG/09,17
University of Free State,28/JUL/10,225
University of Free State,21/SEP/10,42
University of Free State,20/APR/10,134
University of Free State,26/APR/05,3
University of Free State,23/MAY/14,316
University of Free State,18/JUL/14,504
University of Free State,26/MAY/11,25
University of Free State,12/DEC/11,742
University of Free State,30/MAY/12,138
University of Free State,27/OCT/11,31
University of Free State,23/MAY/06,7
University of Free State,11/OCT/12,47
University of Free State,08/DEC/14,1131
Pearson Institute of Higher Education (Pty) Ltd (previously known as M,14/APR/16,161
Pearson Institute of Higher Education (Pty) Ltd (previously known as M,01/MAR/15,344
CTI Education Group,23/JAN/12,7150
CTI Education Group,24/MAY/12,185
CTI Education Group,23/MAY/13,161
CTI Education Group,06/NOV/13,62
CTI Education Group,30/DEC/13,182
CTI Education Group,11/FEB/10,536
CTI Education Group,05/DEC/12,703
CTI Education Group,16/JAN/12,15782
CTI Education Group,01/FEB/11,10091
CTI Education Group,22/FEB/12,582
CTI Education Group,09/APR/13,87
CTI Education Group,31/MAY/10,32
CTI Education Group,01/FEB/12,11513
CTI Education Group,12/JAN/11,3309
CTI Education Group,04/JAN/11,19310
CTI Education Group,29/JAN/12,141
CTI Education Group,23/MAR/10,121
CTI Education Group,01/FEB/10,9742
CTI Education Group,01/MAR/10,693
CTI Education Group,12/JUL/10,2521
CTI Education Group,17/FEB/12,654
CTI Education Group,16/JUL/13,755
CTI Education Group,10/JAN/11,5708
CTI Education Group,24/FEB/11,428
CTI Education Group,22/MAR/13,117
CTI Education Group,28/FEB/11,475
CTI Education Group,02/FEB/10,1546
CTI Education Group,07/MAR/11,461
CTI Education Group,20/APR/12,72
CTI Education Group,02/FEB/12,2595
CTI Education Group,02/FEB/11,1945
CTI Education Group,17/JAN/12,2232
CTI Education Group,08/MAR/10,255
CTI Education Group,29/JUL/14,171
CTI Education Group,26/MAR/12,162
CTI Education Group,19/JUL/11,531
CTI Education Group,01/OCT/11,20
CTI Education Group,08/FEB/11,1026
CTI Education Group,29/NOV/11,672
CTI Education Group,27/MAR/12,110
CTI Education Group,02/NOV/10,16
CTI Education Group,30/JAN/12,3581
Pearson Institute of Higher Education (Pty) Ltd (previously known as M,10/FEB/13,91
CTI Education Group,14/OCT/13,65
CTI Education Group,07/APR/14,79
CTI Education Group,27/FEB/12,527
CTI Education Group,15/JAN/12,322
CTI Education Group,02/JUN/11,22
CTI Education Group,18/JAN/10,1942
CTI Education Group,12/APR/10,81
CTI Education Group,19/JAN/11,2423
CTI Education Group,15/FEB/10,574
CTI Education Group,11/JAN/10,6457
CTI Education Group,31/JAN/11,1489
CTI Education Group,02/JUN/14,146
CTI Education Group,01/AUG/13,215
CTI Education Group,17/DEC/13,289
CTI Education Group,09/JAN/12,12646
CTI Education Group,01/NOV/13,100
CTI Education Group,06/AUG/12,166
CTI Education Group,13/JAN/10,1736
CTI Education Group,24/JAN/11,2034
CTI Education Group,25/JUN/13,446
CTI Education Group,07/FEB/11,2649
CTI Education Group,31/OCT/11,327
CTI Education Group,13/SEP/11,42
CTI Education Group,17/JUL/12,814
CTI Education Group,04/FEB/12,1126
CTI Education Group,04/JUN/12,219
CTI Education Group,03/MAY/10,49
CTI Education Group,03/MAY/12,80
CTI Education Group,20/JAN/15,2173
CTI Education Group,19/JAN/12,2213
CTI Education Group,16/JAN/11,6399
CTI Education Group,06/FEB/12,1679
CTI Education Group,06/MAY/13,94
CTI Education Group,10/APR/12,159
CTI Education Group,06/APR/13,18
CTI Education Group,19/JAN/10,2261
CTI Education Group,11/JUN/12,81
CTI Education Group,07/FEB/12,1372
CTI Education Group,27/JUL/10,246
CTI Education Group,16/APR/12,106
CTI Education Group,01/SEP/13,21
CTI Education Group,11/APR/12,1538
CTI Education Group,31/MAR/15,51
CTI Education Group,31/JAN/12,1589
CTI Education Group,06/JAN/12,1096
CTI Education Group,27/JAN/10,1288
CTI Education Group,21/FEB/12,581
CTI Education Group,10/JUN/14,95
CTI Education Group,24/JUN/13,545
CTI Education Group,01/JUN/15,355
CTI Education Group,28/MAY/12,97
CTI Education Group,15/FEB/11,1172
CTI Education Group,23/AUG/10,29
CTI Education Group,02/JUL/12,2823
CTI Education Group,28/APR/10,50
CTI Education Group,01/SEP/10,513
CTI Education Group,01/JUL/11,3570
CTI Education Group,03/FEB/10,1290
CTI Education Group,26/JUL/11,148
CTI Education Group,13/MAY/13,295
CTI Education Group,11/MAR/13,455
CTI Education Group,01/MAR/12,601
CTI Education Group,15/AUG/12,116
CTI Education Group,10/SEP/12,76
CTI Education Group,19/APR/10,84
CTI Education Group,04/NOV/13,42
CTI Education Group,01/JAN/12,54956
CTI Education Group,12/JAN/12,1810
CTI Education Group,20/APR/15,84
CTI Education Group,01/MAR/11,441
CTI Education Group,06/MAY/14,154
CTI Education Group,22/JUL/13,953
CTI Education Group,25/NOV/14,98
CTI Education Group,12/JAN/10,3387
CTI Education Group,08/FEB/10,1610
CTI Education Group,25/MAR/13,132
CTI Education Group,28/FEB/14,461
CTI Education Group,15/MAR/10,224
CTI Education Group,28/JAN/10,1222
CTI Education Group,19/MAY/14,202
CTI Education Group,23/FEB/14,19
CTI Education Group,01/AUG/11,107
CTI Education Group,15/JAN/10,2377
CTI Education Group,01/NOV/10,19
CTI Education Group,09/FEB/12,1264
CTI Education Group,01/JUN/12,830
CTI Education Group,08/DEC/14,1131
CTI Education Group,18/MAR/12,4
CTI Education Group,06/AUG/13,191
CTI Education Group,08/MAR/11,615
CTI Education Group,01/DEC/10,156507
CTI Education Group,14/JUL/14,1259
CTI Education Group,01/JUN/10,74
CTI Education Group,10/OCT/12,67
CTI Education Group,06/OCT/10,13
CTI Education Group,02/SEP/13,100
CTI Education Group,06/OCT/14,436
CTI Education Group,12/NOV/12,72
CTI Education Group,17/AUG/10,46
CTI Education Group,09/FEB/10,1241
CTI Education Group,27/AUG/13,6316
CTI Education Group,24/JAN/12,1831
CTI Education Group,10/JAN/12,2161
Pearson Institute of Higher Education (Pty) Ltd (previously known as M,04/MAR/12,5
CTI Education Group,05/FEB/10,907
CTI Education Group,03/SEP/12,89
CTI Education Group,05/NOV/13,27
CTI Education Group,13/SEP/10,20
CTI Education Group,30/APR/12,71
CTI Education Group,13/JAN/15,1347
CTI Education Group,05/MAY/14,109
CTI Education Group,23/JUN/14,472
CTI Education Group,30/JUN/14,593
CTI Education Group,29/MAR/11,235
CTI Education Group,17/NOV/14,89
CTI Education Group,24/MAR/10,111
CTI Education Group,25/JUL/11,1321
CTI Education Group,17/JAN/11,2046
CTI Education Group,06/MAY/10,63
CTI Education Group,24/FEB/10,473
CTI Education Group,19/JAN/15,2451
CTI Education Group,25/NOV/13,233
CTI Education Group,06/MAR/12,382
CTI Education Group,19/AUG/13,123
CTI Education Group,10/FEB/11,1028
CTI Education Group,26/MAR/14,166
CTI Education Group,14/APR/14,98
CTI Education Group,07/OCT/13,73
CTI Education Group,01/JAN/11,42868
CTI Education Group,28/NOV/14,309
CTI Education Group,25/MAY/15,470
CTI Education Group,13/JAN/13,50
CTI Education Group,04/JUN/13,1152
CTI Education Group,07/JAN/12,891
CTI Education Group,02/JAN/15,2523
CTI Education Group,11/APR/11,148
CTI Education Group,31/JAN/15,386
CTI Education Group,02/NOV/13,9
CTI Education Group,20/FEB/12,488
CTI Education Group,13/FEB/12,1293
CTI Education Group,02/APR/14,121
CTI Education Group,06/JAN/15,164
CTI Education Group,09/MAR/10,235
CTI Education Group,08/MAY/12,90
CTI Education Group,23/SEP/13,57
CTI Education Group,05/JAN/15,2379
CTI Education Group,01/DEC/14,185582
CTI Education Group,05/MAR/14,247
CTI Education Group,05/JAN/12,6991
CTI Education Group,24/MAR/14,136
CTI Education Group,18/FEB/12,105
CTI Education Group,18/AUG/14,63
CTI Education Group,29/OCT/12,48
CTI Education Group,27/OCT/13,9
CTI Education Group,08/AUG/12,103
CTI Education Group,02/AUG/12,226
CTI Education Group,09/SEP/13,334
CTI Education Group,25/JAN/10,5095
CTI Education Group,22/FEB/10,1410
CTI Education Group,22/MAR/11,357
CTI Education Group,17/NOV/10,31
CTI Education Group,22/MAY/14,269
CTI Education Group,21/FEB/11,431
CTI Education Group,16/APR/13,183
CTI Education Group,15/FEB/12,1528
CTI Education Group,28/FEB/12,417
CTI Education Group,02/AUG/11,109
CTI Education Group,27/SEP/14,458
CTI Education Group,17/JUL/11,336
CTI Education Group,25/MAR/14,172
CTI Education Group,04/JAN/12,1703
CTI Education Group,11/JAN/12,1498
CTI Education Group,04/FEB/11,2377
CTI Education Group,09/DEC/13,640
CTI Education Group,24/NOV/14,96
CTI Education Group,11/NOV/13,78
CTI Education Group,06/FEB/11,53
CTI Education Group,04/APR/14,129
CTI Education Group,21/APR/13,13
CTI Education Group,14/FEB/11,652
CTI Education Group,02/MAR/11,362
CTI Education Group,07/MAR/12,363
CTI Education Group,11/JAN/11,1869
CTI Education Group,14/FEB/12,759
CTI Education Group,02/AUG/10,106
CTI Education Group,18/JUL/11,628
CTI Education Group,02/APR/12,132
CTI Education Group,19/JUL/10,1044
CTI Education Group,05/AUG/13,190
CTI Education Group,14/MAR/11,526
CTI Education Group,13/JUL/10,1599
CTI Education Group,12/OCT/11,29
CTI Education Group,22/FEB/11,369
CTI Education Group,03/JUN/13,1448
CTI Education Group,18/JAN/12,2363
CTI Education Group,04/FEB/10,855
CTI Education Group,15/JAN/11,1222
CTI Education Group,08/JAN/13,1368
CTI Education Group,09/JAN/11,68
CTI Education Group,07/NOV/11,9
CTI Education Group,22/SEP/14,86
CTI Education Group,14/MAY/13,179
CTI Education Group,17/MAY/10,52
CTI Education Group,06/JUN/11,67
CTI Education Group,18/JAN/11,2437
CTI Education Group,18/MAR/13,245
CTI Education Group,01/MAY/12,43
CTI Education Group,02/SEP/14,58
CTI Education Group,12/SEP/12,77
CTI Education Group,08/SEP/14,234
CTI Education Group,20/JUN/11,3177
CTI Education Group,10/JUL/11,634
CTI Education Group,05/JUL/10,1500
CTI Education Group,01/AUG/10,7
CTI Education Group,20/JAN/12,2704
CTI Education Group,26/JAN/10,1711
CTI Education Group,01/NOV/11,49
CTI Education Group,30/MAY/11,24
CTI Education Group,16/NOV/10,16
CTI Education Group,02/AUG/14,60
CTI Education Group,10/JUL/14,366
CTI Education Group,20/JUN/10,5
CTI Education Group,22/JUN/10,1796
CTI Education Group,25/JAN/11,4540
CTI Education Group,03/FEB/11,1722
CTI Education Group,19/NOV/12,139
CTI Education Group,31/MAR/11,1880
CTI Education Group,19/FEB/12,6
CTI Education Group,07/JAN/15,163
CTI Education Group,08/APR/13,109
CTI Education Group,01/OCT/14,89
CTI Education Group,12/MAY/14,150
CTI Education Group,08/OCT/13,64
CTI Education Group,15/MAR/11,798
CTI Education Group,05/MAY/13,25
CTI Education Group,05/FEB/12,60
CTI Education Group,02/OCT/13,48
CTI Education Group,26/JUN/12,1100
CTI Education Group,10/JAN/15,85
CTI Education Group,05/JUL/14,111
CTI Education Group,22/AUG/11,80
CTI Education Group,30/SEP/13,203
CTI Education Group,29/JUL/13,266
CTI Education Group,11/JUN/13,817
CTI Education Group,27/JUN/11,1644
CTI Education Group,09/JAN/15,227
CTI Education Group,05/DEC/13,380
CTI Education Group,05/JUN/12,135
CTI Education Group,15/MAY/12,90
CTI Education Group,23/APR/12,100
CTI Education Group,07/JUN/10,16
CTI Education Group,29/APR/13,88
CTI Education Group,17/SEP/12,70
CTI Education Group,12/MAR/12,388
CTI Education Group,15/MAY/13,112
CTI Education Group,01/OCT/13,119
CTI Education Group,10/MAR/10,237
CTI Education Group,09/AUG/12,10
CTI Education Group,26/JAN/11,1500
CTI Education Group,02/JAN/12,2721
CTI Education Group,13/JUN/13,638
CTI Education Group,05/MAR/12,347
CTI Education Group,11/MAR/14,278
CTI Education Group,06/SEP/10,15
CTI Education Group,13/MAR/12,431
CTI Education Group,23/JUL/12,2487
CTI Education Group,23/JUL/13,409
CTI Education Group,06/APR/15,3
CTI Education Group,03/JAN/15,22
CTI Education Group,30/JAN/11,108
Pearson Institute of Higher Education (Pty) Ltd (previously known as M,27/SEP/16,504
Pearson Institute of Higher Education (Pty) Ltd (previously known as M,17/JAN/11,2046
Pearson Institute of Higher Education (Pty) Ltd (previously known as M,31/JUL/15,676
Pearson Institute of Higher Education (Pty) Ltd (previously known as M,11/JUL/14,342
Pearson Institute of Higher Education (Pty) Ltd (previously known as M,15/AUG/14,46
Pearson Institute of Higher Education (Pty) Ltd (previously known as M,07/AUG/15,404
Pearson Institute of Higher Education (Pty) Ltd (previously known as M,01/APR/13,163
Pearson Institute of Higher Education (Pty) Ltd (previously known as M,20/APR/14,11
Pearson Institute of Higher Education (Pty) Ltd (previously known as M,14/AUG/14,71
Pearson Institute of Higher Education (Pty) Ltd (previously known as M,18/OCT/16,53
Pearson Institute of Higher Education (Pty) Ltd (previously known as M,28/OCT/14,25
Pearson Institute of Higher Education (Pty) Ltd (previously known as M,07/OCT/15,191
Pearson Institute of Higher Education (Pty) Ltd (previously known as M,15/MAR/13,589
Pearson Institute of Higher Education (Pty) Ltd (previously known as M,20/AUG/14,60
Pearson Institute of Higher Education (Pty) Ltd (previously known as M,25/APR/16,978
Pearson Institute of Higher Education (Pty) Ltd (previously known as M,30/SEP/15,353
Pearson Institute of Higher Education (Pty) Ltd (previously known as M,30/MAR/15,56
Pearson Institute of Higher Education (Pty) Ltd (previously known as M,02/SEP/14,58
Pearson Institute of Higher Education (Pty) Ltd (previously known as M,17/SEP/14,143
Pearson Institute of Higher Education (Pty) Ltd (previously known as M,05/JUN/15,487
Pearson Institute of Higher Education (Pty) Ltd (previously known as M,30/MAR/16,146
CTI Education Group,20/JAN/16,9919
CTI Education Group,22/JAN/16,5699
CTI Education Group,05/JUN/15,487
CTI Education Group,09/SEP/15,815
CTI Education Group,21/JAN/16,7943
CTI Education Group,15/JUL/15,349
CTI Education Group,13/APR/16,169
CTI Education Group,07/OCT/15,191
CTI Education Group,17/NOV/15,27
CTI Education Group,23/JUL/15,763
CTI Education Group,16/NOV/15,35
CTI Education Group,28/OCT/15,49
CTI Education Group,23/NOV/15,585
CTI Education Group,04/AUG/15,539
CTI Education Group,19/AUG/15,29
CTI Education Group,21/JUL/16,4274
CTI Education Group,26/MAY/16,1156
CTI Education Group,06/OCT/15,102
CTI Education Group,18/SEP/15,355
CTI Education Group,02/SEP/15,126
CTI Education Group,26/OCT/15,44
CTI Education Group,25/AUG/15,28
CTI Education Group,17/JUN/16,9
CTI Education Group,14/JAN/16,10970
CTI Education Group,29/JUN/16,2308
CTI Education Group,05/OCT/15,56
CTI Education Group,21/AUG/15,35
CTI Education Group,18/MAY/16,2579
CTI Education Group,28/SEP/16,468
CTI Education Group,31/JUL/16,58
Pearson Institute of Higher Education (Pty) Ltd (previously known as M,22/MAY/15,124
Pearson Institute of Higher Education (Pty) Ltd (previously known as M,16/APR/15,20
CTI Education Group,23/FEB/12,546
CTI Education Group,30/JUL/12,223
CTI Education Group,10/MAR/11,607
CTI Education Group,02/OCT/12,55
CTI Education Group,28/JUN/12,994
CTI Education Group,25/FEB/11,354
CTI Education Group,05/SEP/11,81
CTI Education Group,28/JAN/11,1925
CTI Education Group,28/NOV/13,146
CTI Education Group,20/AUG/12,144
CTI Education Group,05/JUL/11,1097
CTI Education Group,10/SEP/13,191
CTI Education Group,08/OCT/12,52
CTI Education Group,30/NOV/11,1106
CTI Education Group,30/OCT/13,78
CTI Education Group,19/SEP/13,76
CTI Education Group,20/JUN/14,671
CTI Education Group,03/DEC/12,776
CTI Education Group,14/NOV/13,77
CTI Education Group,21/NOV/12,38
CTI Education Group,09/DEC/11,832
CTI Education Group,27/SEP/11,46
CTI Education Group,28/MAR/14,130
CTI Education Group,06/DEC/11,630
CTI Education Group,30/AUG/11,84
CTI Education Group,28/JUL/11,106
CTI Education Group,03/OCT/12,44
CTI Education Group,24/APR/13,82
CTI Education Group,08/MAR/12,385
CTI Education Group,28/OCT/11,37
CTI Education Group,12/DEC/13,867
CTI Education Group,13/AUG/12,117
CTI Education Group,30/MAR/12,101
CTI Education Group,03/OCT/13,47
CTI Education Group,22/JAN/15,1556
CTI Education Group,29/MAY/15,206
CTI Education Group,15/MAR/12,509
CTI Education Group,17/JUL/14,539
CTI Education Group,11/NOV/11,17
CTI Education Group,16/APR/14,86
CTI Education Group,18/APR/11,72
CTI Education Group,30/OCT/12,40
CTI Education Group,26/JAN/12,1622
CTI Education Group,03/APR/14,143
CTI Education Group,07/DEC/12,646
CTI Education Group,19/NOV/14,151
CTI Education Group,06/SEP/11,26
CTI Education Group,08/JUN/12,82
